czi_path,czi_key,rank,candidate_mask,candidate_mask_key,score,overlap,mean_dist,best_channel,inside_sum,outside_edge_sum,inside_mean,outside_edge_mean,top1_minus_top2
./new40x/P1_1E3-13.czi,P1_1E3-13,4,./images_384_CNN/BF03_Position017_new_mask.h5,BF03_Position017_new,0.016482888049515577,1.0166194702950038,14450176.826357126,1,883922944.0,869472767.1736429,5741.58642578125,5647.72412109375,0.011766161004165963
./new40x/P1_1E3-13.czi,P1_1E3-13,5,./datasets_corrected/raw_pairs/masks/0000_P1_1E3-13_mask.h5,0000_P1_1E3-13,0.016337951235315496,1.0164721353836603,18067281.920000076,1,1114906368.0,1096839086.08,5785.10986328125,5691.36083984375,0.011766161004165963
./new40x/P1_1G2-09.czi,P1_1G2-09,1,./Images_mk3/F25_mask.h5,F25,0.046812364956640096,1.04792535311045,32946922.253483295,0,720410240.0,687463317.7465167,6408.6025390625,6115.51416015625,0.012951604523263702
./new40x/P1_1G2-09.czi,P1_1G2-09,2,./Images_mk3/F1_mask.h5,F1,0.033860760433376394,1.034440551644462,47263633.56345725,0,1419588736.0,1372325102.4365427,6374.55859375,6162.32470703125,0.012951604523263702
./new40x/P1_1G2-09.czi,P1_1G2-09,3,./images_384_CNN/BF03_Position025_new_mask.h5,BF03_Position025_new,0.03356601106466916,1.0341356958721823,21406078.741984725,0,648493888.0,627087809.2580153,6177.36767578125,5973.45947265625,0.012951604523263702
./new40x/P1_1G2-09.czi,P1_1G2-09,4,./Images_mk3/F20_mask.h5,F20,0.0326082103259491,1.0331456741266265,32489490.97353947,0,1012692544.0,980203053.0264605,6473.81591796875,6266.12109375,0.012951604523263702
./new40x/P1_1G2-09.czi,P1_1G2-09,5,./images_384_CNN/BF03_Position017_new_mask.h5,BF03_Position017_new,0.031830563297839724,1.032342563764427,31294321.55814874,0,998883712.0,967589390.4418513,6488.322265625,6285.0478515625,0.012951604523263702
./new40x/P1_1G7-08.czi,P1_1G7-08,1,./Images_mk3/F11_mask.h5,F11,0.05103260212993288,1.0523571918101646,16001113.762743711,1,321615552.0,305614438.2372563,4444.84375,4223.70263671875,0.030380109549421785
./new40x/P1_1G7-08.czi,P1_1G7-08,2,./images_384_CNN/BF04_Position010_new_mask.h5,BF04_Position010_new,0.020652492580511096,1.0208672210526026,9048621.728146851,0,442677120.0,433628498.27185315,4075.203369140625,3991.903564453125,0.030380109549421785
./new40x/P1_1G7-08.czi,P1_1G7-08,3,./images_CNN/F1_mask.h5,F1,0.019765172850986154,1.0199617871813398,16940563.593168855,0,865590208.0,848649644.4068311,4161.63134765625,4080.18359375,0.030380109549421785
./new40x/P1_1G7-08.czi,P1_1G7-08,4,./Images_mk3/F20_mask.h5,F20,0.016732479812238042,1.0168732418114312,10331832.1967417,0,622652352.0,612320519.8032583,3980.4150390625,3914.366943359375,0.030380109549421785
./new40x/P1_1G7-08.czi,P1_1G7-08,5,./images_384_CNN/BF03_Position017_new_mask.h5,BF03_Position017_new,0.016002833203380237,1.0161315543093994,9756425.832873702,0,614560256.0,604803830.1671263,3991.921142578125,3928.547607421875,0.030380109549421785
./new40x/P1_1G7-18.czi,P1_1G7-18,1,./Images_mk3/F7_mask.h5,F7,0.04888224501930918,1.0500966793439213,10532472.903837323,1,220775408.0,210242935.09616268,5059.9423828125,4818.54931640625,0.012156497913669524
./new40x/P1_1G7-18.czi,P1_1G7-18,2,./Images_mk3/F6_mask.h5,F6,0.03672574710563965,1.0374084595450261,6883857.9661669135,1,190902608.0,184018750.0338331,5151.73291015625,4965.9638671875,0.012156497913669524
./new40x/P1_1G7-18.czi,P1_1G7-18,3,./Images_mk3/F24_mask.h5,F24,0.026667017900522075,1.0270257546250383,17918232.064046383,1,680924032.0,663005799.9359536,4892.5390625,4763.7939453125,0.012156497913669524
./new40x/P1_1G7-18.czi,P1_1G7-18,4,./datasets_corrected/raw_pairs/masks/0003_P1_2B2-03_mask.h5,0003_P1_2B2-03,0.022554619277331767,1.0228108878309021,15714739.890394807,0,704628736.0,688913996.1096052,4862.962890625,4754.50830078125,0.012156497913669524
./new40x/P1_1G7-18.czi,P1_1G7-18,5,./images_CNN/F4_mask.h5,F4,0.01854364719177015,1.018716638320131,20381075.95071268,0,1109309312.0,1088928236.0492873,4818.412109375,4729.884765625,0.012156497913669524
./new40x/P1_2B2-03.czi,P1_2B2-03,1,./Images_mk3/F6_mask.h5,F6,0.04136938161204931,1.0422370076410916,7440742.65346536,1,183607168.0,176166425.34653464,4954.8564453125,4754.0595703125,0.0017110394009439214
./new40x/P1_2B2-03.czi,P1_2B2-03,2,./images_CNN/F4_mask.h5,F4,0.03965834221110539,1.0404552238246465,45267600.521318674,1,1164223232.0,1118955631.4786813,5056.93701171875,4860.31201171875,0.0017110394009439214
./new40x/P1_2B2-03.czi,P1_2B2-03,3,./Images_mk3/F4_mask.h5,F4,0.03926679053649358,1.040047911582583,45273623.57453418,1,1175760128.0,1130486504.4254658,5051.3623046875,4856.85546875,0.0017110394009439214
./new40x/P1_2B2-03.czi,P1_2B2-03,4,./datasets_corrected/raw_pairs/masks/0003_P1_2B2-03_mask.h5,0003_P1_2B2-03,0.03556734576669991,1.0362074199621139,25471510.14260459,0,728960192.0,703488681.8573954,5030.88525390625,4855.0947265625,0.0017110394009439214
./new40x/P1_2B2-03.czi,P1_2B2-03,5,./datasets_corrected/raw_pairs/masks/0000_P1_1E3-13_mask.h5,0000_P1_1E3-13,0.03129611705167291,1.0317909795603033,29424632.231724143,1,954990080.0,925565447.7682759,4955.32421875,4802.6435546875,0.0017110394009439214
./zoomed/dprm1xdprm1-11.czi,dprm1xdprm1-11,1,./new40x/P1_1G7-08_mask.h5,P1_1G7-08,0.021273932190505062,1.0215018255502863,27788312.049176216,0,1320158208.0,1292369895.9508238,7172.82373046875,7021.84130859375,0.002152825170147473
./zoomed/dprm1xdprm1-11.czi,dprm1xdprm1-11,2,./Images_mk3/F10_mask.h5,F10,0.01912110702035759,1.0193050761445,10286070.92357719,0,543102976.0,532816905.0764228,7027.45703125,6894.36083984375,0.002152825170147473
./zoomed/dprm1xdprm1-11.czi,dprm1xdprm1-11,3,./Images_mk3/F15_mask.h5,F15,0.016447716569239528,1.016583714911793,15120281.514866948,0,926875072.0,911754790.485133,7410.3173828125,7289.431640625,0.002152825170147473
./zoomed/dprm1xdprm1-11.czi,dprm1xdprm1-11,4,./datasets_corrected/raw_pairs/masks/0004_dprm1xdprm1-11_mask.h5,0004_dprm1xdprm1-11,0.016447716569239528,1.016583714911793,15120281.514866948,0,926875072.0,911754790.485133,7410.3173828125,7289.431640625,0.002152825170147473
./zoomed/dprm1xdprm1-11.czi,dprm1xdprm1-11,5,./Images_mk3/F7_mask.h5,F7,0.0124286105584569,1.012506156710678,3815671.7370432615,1,308919136.0,305103464.26295674,7080.10498046875,6992.65380859375,0.002152825170147473
./zoomed/dprm1xdprm1-17.czi,dprm1xdprm1-17,1,./datasets_corrected/raw_pairs/masks/0000_P1_1E3-13_mask.h5,0000_P1_1E3-13,0.021956369678909002,1.0221991746188486,30049822.19034481,0,1383695744.0,1353645921.8096552,7179.82421875,7023.8994140625,0.00269835064471758
./zoomed/dprm1xdprm1-17.czi,dprm1xdprm1-17,2,./Images_mk3/F10_mask.h5,F10,0.019258019034191422,1.0194446408103768,11334874.834798813,1,594265408.0,582930533.1652012,7689.47119140625,7542.80419921875,0.00269835064471758
./zoomed/dprm1xdprm1-17.czi,dprm1xdprm1-17,3,./images_384_CNN/BF04_Position010_new_mask.h5,BF04_Position010_new,0.018903957253016232,1.0190837583126213,15112350.07738161,0,807008256.0,791895905.9226184,7429.16845703125,7290.046875,0.00269835064471758
./zoomed/dprm1xdprm1-17.czi,dprm1xdprm1-17,4,./Images_mk3/F6_mask.h5,F6,0.018870455314798168,1.0190496176030694,5200157.9469307065,0,278179808.0,272979650.0530693,7507.01123046875,7366.6787109375,0.00269835064471758
./zoomed/dprm1xdprm1-17.czi,dprm1xdprm1-17,5,./Images_mk3/F7_mask.h5,F7,0.018483382248565182,1.0186552472690606,5882416.437853515,0,321204768.0,315322351.5621465,7361.6787109375,7226.85986328125,0.00269835064471758
./zoomed/dprm1xdprm1-32.czi,dprm1xdprm1-32,1,./new40x/P1_1G7-18_mask.h5,P1_1G7-18,0.09946535410036164,1.1045801909022275,64827868.531523466,1,684714560.0,619886691.4684765,3606.000244140625,3264.589111328125,0.06592212348516668
./zoomed/dprm1xdprm1-32.czi,dprm1xdprm1-32,2,./images_384_CNN/BF03_Position018_new_mask.h5,BF03_Position018_new,0.033543230615194965,1.034112138064315,16041909.521222591,1,486311744.0,470269834.4787774,3399.545166015625,3287.40478515625,0.06592212348516668
./zoomed/dprm1xdprm1-32.czi,dprm1xdprm1-32,3,./Images_mk3/F21_mask.h5,F21,0.033067536975400505,1.0336203344758401,16364337.350718021,1,503103616.0,486739278.649282,3361.149658203125,3251.822509765625,0.06592212348516668
./zoomed/dprm1xdprm1-32.czi,dprm1xdprm1-32,4,./images_384_CNN/BF04_Position010_new_mask.h5,BF04_Position010_new,0.02589680809553018,1.0262350338606772,8095193.865298748,0,316659456.0,308564262.13470125,2915.108154296875,2840.585205078125,0.06592212348516668
./zoomed/dprm1xdprm1-32.czi,dprm1xdprm1-32,5,./Images_mk3/F14_mask.h5,F14,0.02363620832139044,1.0239177473678105,12332114.099545062,0,527937280.0,515605165.90045494,3521.342529296875,3439.08740234375,0.06592212348516668
./zoomed/dprm1xdprm1-34.czi,dprm1xdprm1-34,1,./datasets_corrected/raw_pairs/masks/0003_P1_2B2-03_mask.h5,0003_P1_2B2-03,0.06427512752284176,1.0663857404750117,36029474.352386594,1,578758592.0,542729117.6476134,3994.27587890625,3745.6201171875,0.01900110617481563
./zoomed/dprm1xdprm1-34.czi,dprm1xdprm1-34,2,./Images_mk3/F12_mask.h5,F12,0.045274021348026126,1.046314523148462,23275018.54004997,0,525817568.0,502542549.45995003,4893.419921875,4676.8154296875,0.01900110617481563
./zoomed/dprm1xdprm1-34.czi,dprm1xdprm1-34,3,./Images_mk3/F22_mask.h5,F22,0.044126725153451736,1.0451147788289,29372191.17902255,1,680426944.0,651054752.8209774,3840.769775390625,3674.97412109375,0.01900110617481563
./zoomed/dprm1xdprm1-34.czi,dprm1xdprm1-34,4,./images_384_CNN/BF01_Position001_new_mask.h5,BF01_Position001_new,0.043768266337456174,1.044740215355917,22091363.79707086,0,515861088.0,493769724.20292914,4967.3193359375,4754.59765625,0.01900110617481563
./zoomed/dprm1xdprm1-34.czi,dprm1xdprm1-34,5,./Images_mk3/F19_mask.h5,F19,0.03751581884857672,1.0382284105300972,21429510.82855034,0,581994560.0,560565049.1714497,3863.81298828125,3721.544189453125,0.01900110617481563
